word,coordinations
road bobbersmill,"52.9536,-1.15047 "
please mention,"54.89228,-2.93206 "
inch house,"52.9536,-1.15047 52.9536,-1.15047 "
calzone deep,"54.77560,-1.58374 "
lambert,"55.95206,-3.19648 55.95206,-3.19648 "
the arrow,"53.79391,-1.75206 "
mixed with,"52.6386,-1.13169 54.97328,-1.61396 57.14369,-2.09814 53.41058,-2.97794 53.41058,-2.97794 "
yung dishes,"53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 52.20765,0.13200 "
bakedbeans,"51.51279,-0.09184 "
shish king,"56.46913,-2.97489 "
banana yazoo,"54.89228,-2.93206 55.95206,-3.19648 "
chocolate chocolate,"52.40656,-1.51217 "
the just,"51.48,-3.18 "
spicy thick,"52.6386,-1.13169 "
rock salmon,"51.51279,-0.09184 51.51279,-0.09184 "
tuna mayo,"51.51279,-0.09184 53.00415,-2.18538 56.46913,-2.97489 56.46913,-2.97489 55.95206,-3.19648 55.07216,-3.60218 51.62125,-3.94490 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 "
vegetable pakora,"52.6386,-1.13169 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 55.45862,-4.62849 "
sausage cheese,"53.00415,-2.18538 "
pieces in,"52.6386,-1.13169 51.48,-3.18 "
matured for,"55.95206,-3.19648 "
english peas,"51.48,-3.18 "
about the,"53.79648,-1.54785 53.79648,-1.54785 53.79391,-1.75206 "
road walton,"53.41058,-2.97794 "
wine straw,"51.51279,-0.09184 "
roll browns,"54.58333,-5.93333 "
s place,"53.38297,-1.4659 "
fresh naan,"52.6386,-1.13169 52.6386,-1.13169 52.48142,-1.89983 "
cheesy wrap,"54.77560,-1.58374 "
deal six,"54.97328,-1.61396 55.86515,-4.25763 "
meat red,"53.79648,-1.54785 54.97328,-1.61396 "
and bun,"52.6386,-1.13169 "
to accompany,"53.79648,-1.54785 "
snap soft,"53.79648,-1.54785 "
beef medium,"52.40656,-1.51217 "
gairloch landed,"57.47908,-4.22398 "
peas onion,"54.58333,-5.93333 "
ham foo,"54.89228,-2.93206 53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 "
steakburgers are,"54.58333,-5.93333 "
fried foods,"54.89228,-2.93206 55.86515,-4.25763 "
sauce customer,"55.95206,-3.19648 "
onion or,"54.90465,-1.38222 "
bakes dough,"54.89228,-2.93206 "
i can,"50.15201,-5.06654 "
and despite,"52.9536,-1.15047 52.9536,-1.15047 "
supper pizza,"56.46913,-2.97489 "
or gravy,"53.7446,-0.33525 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.57309,-1.23258 52.40656,-1.51217 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 51.45523,-2.59665 51.45523,-2.59665 54.89228,-2.93206 55.86515,-4.25763 54.58333,-5.93333 "
piccante spaghetti,"55.95206,-3.19648 "
grecanico by,"51.51279,-0.09184 "
mushrooms red,"52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 55.95206,-3.19648 55.45862,-4.62849 "
the charity,"53.79391,-1.75206 "
mushrrom onion,"55.07216,-3.60218 "
vegetable feast,"57.14369,-2.09814 56.46913,-2.97489 "
x new,"52.48142,-1.89983 "
arrived earlier,"52.6386,-1.13169 "
two large,"54.77560,-1.58374 53.79391,-1.75206 "
special chop,"54.89228,-2.93206 53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 52.20765,0.13200 "
special chow,"54.89228,-2.93206 53.41058,-2.97794 53.41058,-2.97794 53.41058,-2.97794 50.71936,-3.53271 52.20765,0.13200 "
citizen deal,"53.79648,-1.54785 "
with yoghurt,"55.45862,-4.62849 "
smokey and,"54.90465,-1.38222 54.97328,-1.61396 "
pickled,"52.9536,-1.15047 "
plus much,"53.48095,-2.23743 "
herb grill,"53.79391,-1.75206 "
and freshly,"53.79648,-1.54785 53.79391,-1.75206 "
v spicy,"51.48,-3.18 "
lobster,"51.48,-3.18 "
castleford road,"54.90465,-1.38222 "
pickles,"55.86515,-4.25763 55.86515,-4.25763 "
indulgent toffee,"55.95206,-3.19648 "
hot cold,"50.15201,-5.06654 "
further than,"54.58333,-5.93333 "
service food,"54.97328,-1.61396 52.48142,-1.89983 "
haddock fillet,"51.51279,-0.09184 53.79648,-1.54785 51.48,-3.18 55.95206,-3.19648 50.37771,-4.14082 "
experience in,"53.79391,-1.75206 "
new management,"53.79648,-1.54785 53.79391,-1.75206 "
and mascarpone,"55.07216,-3.60218 "
water still,"56.46913,-2.97489 "
by coming,"55.86515,-4.25763 "
spice and,"54.97328,-1.61396 "
medium haddock,"53.7446,-0.33525 53.7446,-0.33525 54.66411,-2.75257 52.63220,1.28925 "
seaweed mini,"52.20765,0.13200 "
site to,"53.48095,-2.23743 "
rocket with,"55.95206,-3.19648 "
todays home,"54.66411,-2.75257 "
to facebook,"53.79648,-1.54785 "
yet serious,"53.79648,-1.54785 "
tatties,"55.86515,-4.25763 "
cream available,"52.6386,-1.13169 "
a massive,"50.71936,-3.53271 "
menu dishes,"52.40656,-1.51217 "
sauce which,"56.46913,-2.97489 "
wonderful stuff,"50.15201,-5.06654 "
missed that,"54.58333,-5.93333 "
please reload,"50.83333,0.13333 "
derna,"54.57309,-1.23258 "
chip experience,"52.63220,1.28925 "
fried mange,"52.20765,0.13200 "
want on,"54.97328,-1.61396 "
pineapple mushroom,"54.90465,-1.38222 54.77560,-1.58374 "
fortune cookies,"52.20765,0.13200 "
includes ,"53.48095,-2.23743 "
weighty palate,"51.51279,-0.09184 "
the fruit,"51.51279,-0.09184 "
large or,"55.07216,-3.60218 "
free is,"50.15201,-5.06654 "
scallop v,"52.9536,-1.15047 53.79391,-1.75206 "
been with,"54.97328,-1.61396 "
masaledar vegetables,"55.45862,-4.62849 "
vegetable sping,"52.48142,-1.89983 55.95206,-3.19648 "
of forest,"51.51279,-0.09184 "
new year,"53.48095,-2.23743 "
bombay mix,"52.6386,-1.13169 "
mint meat,"52.48142,-1.89983 "
dips bbq,"55.86515,-4.25763 "
lightly battered,"52.6386,-1.13169 55.95206,-3.19648 54.58333,-5.93333 "
strength masala,"55.45862,-4.62849 "
mintwala lamb,"52.6386,-1.13169 "
johnny,"56.46913,-2.97489 "
pizzas with,"55.95206,-3.19648 55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 54.58333,-5.93333 "
e verdura,"55.95206,-3.19648 "
been to,"50.15201,-5.06654 "
tagliatelle mare,"55.07216,-3.60218 "
tikka chicken,"52.6386,-1.13169 52.9536,-1.15047 53.79648,-1.54785 52.48142,-1.89983 53.00415,-2.18538 56.46913,-2.97489 55.07216,-3.60218 55.86515,-4.25763 55.45862,-4.62849 "
from so,"52.40656,-1.51217 "
bardsley s,"50.83333,0.13333 "
s profile,"53.48095,-2.23743 "
main fish,"51.51279,-0.09184 "
medium falafel,"57.14369,-2.09814 "
mango and,"54.97328,-1.61396 "
your cart,"54.90465,-1.38222 52.40656,-1.51217 54.97328,-1.61396 "
sour ribs,"53.41058,-2.97794 52.20765,0.13200 "
miguel ml,"51.48,-3.18 "
sml chicken,"50.83333,0.13333 "
settings if,"53.48095,-2.23743 "
every night,"50.15201,-5.06654 "
any more,"51.48,-3.18 55.95206,-3.19648 54.58333,-5.93333 "
mash,"51.51279,-0.09184 53.7446,-0.33525 53.79391,-1.75206 55.95206,-3.19648 "
mushrooms sweetcorn,"52.9536,-1.15047 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 52.40656,-1.51217 53.79648,-1.54785 52.48142,-1.89983 54.89228,-2.93206 55.07216,-3.60218 "
chicken large,"52.6386,-1.13169 52.9536,-1.15047 53.38297,-1.4659 52.40656,-1.51217 52.40656,-1.51217 54.77560,-1.58374 53.41058,-2.97794 55.45862,-4.62849 52.20765,0.13200 "
adam,"52.9536,-1.15047 "
colour with,"51.51279,-0.09184 "
sutiable for,"52.48142,-1.89983 "
bap and,"50.15201,-5.06654 54.58333,-5.93333 "
to have,"53.79391,-1.75206 55.86515,-4.25763 50.15201,-5.06654 "
bread pieces,"52.40656,-1.51217 52.48142,-1.89983 "
by email,"53.48095,-2.23743 55.95206,-3.19648 "
to give,"53.79648,-1.54785 53.79391,-1.75206 53.48095,-2.23743 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 "
pages classics,"51.48,-3.18 "
large served,"52.6386,-1.13169 "
make sure,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 55.07216,-3.60218 55.07216,-3.60218 50.15201,-5.06654 52.20765,0.13200 52.63220,1.28925 "
meatballs deep,"55.86515,-4.25763 "
inverness nova,"57.47908,-4.22398 "
baileys ml,"51.48,-3.18 "
sml,"52.6386,-1.13169 "
two parmesan,"55.07216,-3.60218 "
mogo shashlik,"52.6386,-1.13169 "
north road,"51.45523,-2.59665 "
chapel down,"51.51279,-0.09184 "
gravy cans,"52.9536,-1.15047 "
each dips,"55.07216,-3.60218 "
minced meat,"53.48095,-2.23743 "
with mexican,"53.38297,-1.4659 "
de scotland,"55.45862,-4.62849 "
and coated,"54.97328,-1.61396 55.95206,-3.19648 "
ham green,"54.97328,-1.61396 "
beef pattie,"53.7446,-0.33525 53.7446,-0.33525 54.57309,-1.23258 54.90465,-1.38222 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 "
large,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 52.6386,-1.13169 52.9536,-1.15047 54.90465,-1.38222 54.90465,-1.38222 54.90465,-1.38222 53.38297,-1.4659 53.38297,-1.4659 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.00415,-2.18538 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 51.45523,-2.59665 54.66411,-2.75257 54.66411,-2.75257 54.89228,-2.93206 56.46913,-2.97489 53.41058,-2.97794 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 55.95206,-3.19648 55.07216,-3.60218 55.07216,-3.60218 51.62125,-3.94490 50.37771,-4.14082 50.37771,-4.14082 55.86515,-4.25763 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 52.20765,0.13200 52.63220,1.28925 "
nut oil,"51.51279,-0.09184 "
cookies see,"53.79648,-1.54785 "
scallop barm,"53.48095,-2.23743 "
who we,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 52.40656,-1.51217 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 55.07216,-3.60218 55.07216,-3.60218 54.58333,-5.93333 52.20765,0.13200 52.63220,1.28925 "
crazy collection,"52.40656,-1.51217 "
or banana,"51.51279,-0.09184 "
to serve,"53.79391,-1.75206 54.58333,-5.93333 "
freshly mad,"52.9536,-1.15047 "
strawberry ml,"55.95206,-3.19648 55.95206,-3.19648 "
chargrill with,"55.95206,-3.19648 "
two quarter,"55.95206,-3.19648 55.07216,-3.60218 54.58333,-5.93333 "
pizza all,"54.89228,-2.93206 "
valdobbiadene docg,"55.95206,-3.19648 "
floured or,"53.7446,-0.33525 "
us not,"54.97328,-1.61396 "
us now,"50.37771,-4.14082 "
contains alcohol,"53.79648,-1.54785 "
and twice,"55.86515,-4.25763 "
mistaken with,"54.89228,-2.93206 "
sausage thin,"53.79648,-1.54785 53.79648,-1.54785 "
is freshly,"53.7446,-0.33525 54.97328,-1.61396 "
yellow in,"55.95206,-3.19648 "
helen dominic,"50.15201,-5.06654 "
kentucky chicken,"55.86515,-4.25763 "
to people,"54.77560,-1.58374 54.97328,-1.61396 "
beer ml,"55.86515,-4.25763 "
only between,"51.51279,-0.09184 "
ne rj,"54.77560,-1.58374 "
the team,"50.15201,-5.06654 "
red pudding,"57.14369,-2.09814 57.14369,-2.09814 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 56.46913,-2.97489 57.47908,-4.22398 57.47908,-4.22398 "
ne rn,"54.77560,-1.58374 "
chop liver,"53.41058,-2.97794 "
tomatoes cucumber,"52.48142,-1.89983 55.45862,-4.62849 "
dessert but,"53.48095,-2.23743 "
the allergen,"54.90465,-1.38222 "
duck ok,"53.41058,-2.97794 "
crispy batter,"54.90465,-1.38222 53.38297,-1.4659 54.97328,-1.61396 51.45523,-2.59665 55.86515,-4.25763 52.63220,1.28925 "
gallowgate glasgow,"55.86515,-4.25763 "
your function,"53.79391,-1.75206 "
reviews of,"53.48095,-2.23743 53.48095,-2.23743 51.48,-3.18 "
inch hawaiian,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 55.07216,-3.60218 57.47908,-4.22398 52.63220,1.28925 "
the youngsters,"54.58333,-5.93333 "
phone orders,"50.15201,-5.06654 "
meat seekh,"52.6386,-1.13169 53.79391,-1.75206 53.48095,-2.23743 "
cake chips,"52.6386,-1.13169 52.9536,-1.15047 53.00415,-2.18538 55.07216,-3.60218 "
ok with,"51.51279,-0.09184 "
you place,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 53.79648,-1.54785 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 57.14369,-2.09814 53.00415,-2.18538 53.00415,-2.18538 53.48095,-2.23743 53.48095,-2.23743 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 56.46913,-2.97489 56.46913,-2.97489 51.48,-3.18 55.07216,-3.60218 55.07216,-3.60218 52.20765,0.13200 52.63220,1.28925 "
large americano,"53.79391,-1.75206 "
kiev parmesan,"54.97328,-1.61396 55.07216,-3.60218 "
can honestly,"50.15201,-5.06654 "
to guarantee,"51.51279,-0.09184 "
iodine magnesium,"53.79391,-1.75206 "
of her,"53.79391,-1.75206 "
double sausage,"54.89228,-2.93206 "
gammon topped,"55.95206,-3.19648 "
source our,"53.79648,-1.54785 "
chilli garlic,"54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.89228,-2.93206 55.07216,-3.60218 55.86515,-4.25763 54.58333,-5.93333 "
and onions,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.57309,-1.23258 54.77560,-1.58374 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 54.89228,-2.93206 54.89228,-2.93206 54.89228,-2.93206 55.07216,-3.60218 54.58333,-5.93333 52.20765,0.13200 52.63220,1.28925 "
bacon two,"55.95206,-3.19648 "
pathia prawn,"53.79648,-1.54785 "
choclate chip,"54.97328,-1.61396 "
bun curry,"54.77560,-1.58374 54.97328,-1.61396 "
pc fish,"54.89228,-2.93206 "
months the,"55.95206,-3.19648 "
own savoury,"54.97328,-1.61396 "
this shop,"53.79391,-1.75206 "
will add,"53.41058,-2.97794 "
cod batter,"50.15201,-5.06654 "
fish breaded,"56.46913,-2.97489 53.41058,-2.97794 55.95206,-3.19648 55.95206,-3.19648 "
container complete,"50.71936,-3.53271 "
hull hu,"53.7446,-0.33525 "
chocolate milk,"54.32822,-2.74565 "
milk is,"54.89228,-2.93206 "
allrights reserved,"51.51279,-0.09184 "
and cabbage,"52.48142,-1.89983 "
monday closed,"53.79391,-1.75206 "
singapore udon,"52.20765,0.13200 "
the tastebuds,"54.58333,-5.93333 "
flavour sauce,"55.95206,-3.19648 "
pm available,"51.51279,-0.09184 "
mexican chicken,"53.79648,-1.54785 52.48142,-1.89983 "
soon obtained,"53.7446,-0.33525 "
roll fritter,"55.86515,-4.25763 55.86515,-4.25763 "
posh fish,"53.7446,-0.33525 52.9536,-1.15047 52.9536,-1.15047 "
cheese side,"52.9536,-1.15047 55.95206,-3.19648 "
scampi calories,"53.79391,-1.75206 "
filled soda,"54.58333,-5.93333 "
three scoops,"55.95206,-3.19648 "
pizza full,"55.86515,-4.25763 55.86515,-4.25763 55.45862,-4.62849 "
peas they,"50.15201,-5.06654 "
as usual,"54.90465,-1.38222 54.77560,-1.58374 51.45523,-2.59665 "
camembert absolutely,"50.15201,-5.06654 "
kiddy cod,"50.15201,-5.06654 "
vegetable chasni,"56.46913,-2.97489 "
lobster cockles,"51.51279,-0.09184 "
with donner,"52.9536,-1.15047 54.57309,-1.23258 53.79648,-1.54785 53.79648,-1.54785 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 57.14369,-2.09814 54.89228,-2.93206 55.95206,-3.19648 55.86515,-4.25763 "
milk egg,"51.48,-3.18 "
turkey ham,"52.9536,-1.15047 52.40656,-1.51217 53.79648,-1.54785 52.48142,-1.89983 51.48,-3.18 57.47908,-4.22398 55.45862,-4.62849 "
tub strawberry,"55.95206,-3.19648 55.95206,-3.19648 "
small jumbo,"53.48095,-2.23743 "
person house,"53.41058,-2.97794 "
lush will,"52.9536,-1.15047 "
with splash,"54.90465,-1.38222 54.77560,-1.58374 "
rings cheese,"53.79648,-1.54785 57.14369,-2.09814 54.58333,-5.93333 "
but they,"53.79391,-1.75206 51.45523,-2.59665 "
cheezy peezy,"53.48095,-2.23743 "
road birmingham,"52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 "
caught norwegian,"53.7446,-0.33525 "
a slightly,"55.45862,-4.62849 "
kiwi coconut,"55.07216,-3.60218 "
parsley sauce,"53.79391,-1.75206 50.15201,-5.06654 "
weve had,"52.48142,-1.89983 "
we give,"53.48095,-2.23743 "
sides people,"52.40656,-1.51217 "
tasty fillets,"53.79391,-1.75206 "
meat and,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.79391,-1.75206 53.79391,-1.75206 52.48142,-1.89983 52.48142,-1.89983 53.00415,-2.18538 53.00415,-2.18538 54.89228,-2.93206 54.89228,-2.93206 55.95206,-3.19648 55.07216,-3.60218 52.20765,0.13200 52.63220,1.28925 "
tempt the,"54.58333,-5.93333 "
tasty as,"54.58333,-5.93333 "
beastly burger,"54.58333,-5.93333 "
a smooth,"53.79648,-1.54785 "
v soya,"52.6386,-1.13169 "
and ensure,"53.7446,-0.33525 "
yellow fruit,"51.51279,-0.09184 "
tomato chips,"54.97328,-1.61396 "
contains dairy,"52.6386,-1.13169 "
scampi portion,"55.45862,-4.62849 "
potato plain,"55.86515,-4.25763 "
haggis sausage,"55.45862,-4.62849 "
helen swanton,"50.15201,-5.06654 "
cockles g,"56.46913,-2.97489 "
recipe of,"53.7446,-0.33525 "
bolognese tomato,"54.97328,-1.61396 "
wed pm,"55.86515,-4.25763 54.58333,-5.93333 "
toffee sauceand,"55.95206,-3.19648 "
with drink,"52.9536,-1.15047 53.00415,-2.18538 56.46913,-2.97489 "
plain pitta,"52.40656,-1.51217 "
herbs using,"55.45862,-4.62849 "
dazs ice,"52.9536,-1.15047 52.9536,-1.15047 52.9536,-1.15047 52.40656,-1.51217 52.48142,-1.89983 52.48142,-1.89983 52.48142,-1.89983 53.48095,-2.23743 "
taste our,"54.97328,-1.61396 "
boneless and,"51.48,-3.18 "
welcomed by,"51.51279,-0.09184 "
tikka pieces,"52.40656,-1.51217 "
sweetcorn pineapple,"52.6386,-1.13169 52.40656,-1.51217 54.97328,-1.61396 54.97328,-1.61396 54.89228,-2.93206 55.07216,-3.60218 "
reg family,"57.47908,-4.22398 "
fritter kebab,"56.46913,-2.97489 "
mixed fritters,"51.51279,-0.09184 "
in crisy,"53.41058,-2.97794 "
bottle pop,"54.32822,-2.74565 "
in crisp,"55.95206,-3.19648 54.58333,-5.93333 "
folded over,"55.95206,-3.19648 55.95206,-3.19648 "
even when,"53.41058,-2.97794 "
or saveloy,"50.15201,-5.06654 "
oz single,"55.86515,-4.25763 "
to traditional,"52.63220,1.28925 "
up ben,"52.48142,-1.89983 "
garlic mint,"54.97328,-1.61396 "
tea pg,"53.00415,-2.18538 "
salami special,"54.77560,-1.58374 "
whole families,"54.58333,-5.93333 "
veg garlic,"53.79391,-1.75206 "
belgian chocolate,"52.40656,-1.51217 53.48095,-2.23743 55.95206,-3.19648 "
aromatic indian,"55.45862,-4.62849 "
butter pudding,"51.51279,-0.09184 "
or side,"54.58333,-5.93333 "
genovese served,"55.95206,-3.19648 "
bottled ales,"55.95206,-3.19648 "
year ago,"51.45523,-2.59665 "
a dash,"53.79648,-1.54785 54.89228,-2.93206 53.41058,-2.97794 "
childs portion,"50.37771,-4.14082 "
h begum,"52.6386,-1.13169 "
cooked fresh,"52.9536,-1.15047 52.9536,-1.15047 53.79648,-1.54785 53.79648,-1.54785 55.86515,-4.25763 50.15201,-5.06654 50.83333,0.13333 "
matthew via,"50.15201,-5.06654 "
tonic slimline,"51.48,-3.18 "
is empty,"52.9536,-1.15047 52.48142,-1.89983 57.47908,-4.22398 "
glaze gf,"55.95206,-3.19648 "
treks the,"53.79391,-1.75206 "
how bene,"55.95206,-3.19648 "
times with,"53.79648,-1.54785 "
slush medium,"55.86515,-4.25763 "
something to,"51.48,-3.18 "
burger sandwich,"55.86515,-4.25763 "
of spare,"53.48095,-2.23743 "
vegetarians and,"57.47908,-4.22398 "
of what,"53.79391,-1.75206 51.48,-3.18 "
salad or,"54.90465,-1.38222 54.90465,-1.38222 53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.77560,-1.58374 54.97328,-1.61396 54.97328,-1.61396 54.97328,-1.61396 53.00415,-2.18538 54.89228,-2.93206 56.46913,-2.97489 55.95206,-3.19648 "
meal pieces,"52.40656,-1.51217 54.77560,-1.58374 52.48142,-1.89983 "
salad on,"53.48095,-2.23743 "
tarka served,"52.6386,-1.13169 "
matzo meal,"51.51279,-0.09184 51.51279,-0.09184 "
customers for,"50.15201,-5.06654 "
tea bottles,"54.58333,-5.93333 "
burger pcs,"54.77560,-1.58374 54.97328,-1.61396 "
require any,"56.46913,-2.97489 "
cod fried,"51.51279,-0.09184 "
peppers fresh,"52.6386,-1.13169 53.79648,-1.54785 52.48142,-1.89983 52.48142,-1.89983 53.48095,-2.23743 55.95206,-3.19648 "
kids sweets,"53.79648,-1.54785 "
eating some,"50.83333,0.13333 "
bread buns,"54.77560,-1.58374 "
spinach topped,"56.46913,-2.97489 "
us for,"53.7446,-0.33525 53.79648,-1.54785 53.79391,-1.75206 "
treacle sponge,"53.79648,-1.54785 "
mediterranean or,"53.00415,-2.18538 "
an ideal,"53.79391,-1.75206 "
run by,"53.79648,-1.54785 50.15201,-5.06654 "
mean by,"53.79391,-1.75206 "
potatoes sit,"55.07216,-3.60218 "
popular menu,"53.41058,-2.97794 "
copyright angel,"54.66411,-2.75257 "
theyre located,"53.48095,-2.23743 "
bbq donner,"52.48142,-1.89983 "
room lunches,"53.48095,-2.23743 "
thick spicy,"52.6386,-1.13169 "
despite being,"52.9536,-1.15047 52.9536,-1.15047 "
mixed bhuna,"52.6386,-1.13169 "
fresh the,"53.79391,-1.75206 "
pizzas halves,"53.79648,-1.54785 "
online takeaway,"51.48,-3.18 51.48,-3.18 "
cup drinks,"53.79391,-1.75206 "
freshly cooked,"53.79648,-1.54785 53.48095,-2.23743 "
crisp lettuce,"54.97328,-1.61396 "
panini chips,"53.79391,-1.75206 "
sauce bechamel,"55.07216,-3.60218 "
l drink,"52.9536,-1.15047 52.48142,-1.89983 "
called celeriac,"54.89228,-2.93206 "
spring flower,"51.51279,-0.09184 "
garnishing of,"52.6386,-1.13169 "
children up,"55.86515,-4.25763 "
us deliver,"53.79648,-1.54785 "
onion croquette,"52.6386,-1.13169 52.40656,-1.51217 "
jade,"52.9536,-1.15047 "
magnum white,"53.79648,-1.54785 54.77560,-1.58374 54.77560,-1.58374 "
shell hopes,"51.51279,-0.09184 "
house coleslaw,"55.95206,-3.19648 "
spirits,"51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 "
sub roll,"54.58333,-5.93333 "
oz g,"55.95206,-3.19648 "
questions about,"54.97328,-1.61396 "
about our,"51.51279,-0.09184 53.7446,-0.33525 53.79648,-1.54785 54.97328,-1.61396 54.58333,-5.93333 "
other desserts,"53.79648,-1.54785 "
onions peas,"54.58333,-5.93333 "
a higher,"54.89228,-2.93206 "
s soft,"52.20765,0.13200 "
prawns resting,"54.90465,-1.38222 "
barley risotto,"51.48,-3.18 "
properly you,"54.90465,-1.38222 "
javascript,"53.48095,-2.23743 "
chicken strippers,"52.48142,-1.89983 "
inch aspley,"52.9536,-1.15047 "
of the,"51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 51.51279,-0.09184 53.7446,-0.33525 53.7446,-0.33525 53.7446,-0.33525 52.6386,-1.13169 52.9536,-1.15047 52.9536,-1.15047 54.90465,-1.38222 53.38297,-1.4659 53.79648,-1.54785 53.79648,-1.54785 53.79648,-1.54785 53.79391,-1.75206 53.79391,-1.75206 54.66411,-2.75257 54.89228,-2.93206 56.46913,-2.97489 51.48,-3.18 51.48,-3.18 51.48,-3.18 55.95206,-3.19648 55.95206,-3.19648 51.62125,-3.94490 50.37771,-4.14082 57.47908,-4.22398 55.86515,-4.25763 55.86515,-4.25763 50.15201,-5.06654 50.15201,-5.06654 50.15201,-5.06654 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 54.58333,-5.93333 50.83333,0.13333 52.63220,1.28925 "
the centre,"50.15201,-5.06654 "
newcastle why,"54.77560,-1.58374 "
chicken wedges,"53.38297,-1.4659 "
chip donner,"52.48142,-1.89983 "
telephoning your,"55.86515,-4.25763 "
sunday last,"51.51279,-0.09184 "
